mp3_path	clip_id	track_number	title	artist	album	url	segmentStart	segmentEnd	original_url
e/joram-moments_of_clarity-11-diemos-175-204.mp3	45460	11	diemos	Joram	Moments of Clarity	http://www.magnatune.com/artists/albums/joram-moments/	175	204	http://he3.magnatune.com/all/11-diemos-Joram.mp3
e/joram-moments_of_clarity-12-you_can_eat_them-117-146.mp3	49427	12	you can eat them	Joram	Moments of Clarity	http://www.magnatune.com/artists/albums/joram-moments/	117	146	http://he3.magnatune.com/all/12-you%20can%20eat%20them-Joram.mp3
e/joram-moments_of_clarity-13-plenilune-30-59.mp3	50386	13	plenilune	Joram	Moments of Clarity	http://www.magnatune.com/artists/albums/joram-moments/	30	59	http://he3.magnatune.com/all/13-plenilune-Joram.mp3
e/joram-moments_of_clarity-14-enulinelp-59-88.mp3	51341	14	enulinelp	Joram	Moments of Clarity	http://www.magnatune.com/artists/albums/joram-moments/	59	88	http://he3.magnatune.com/all/14-enulinelp-Joram.mp3
6/justin_bianco-finality-01-wings_of_dust-0-29.mp3	5771	1	Wings Of Dust	Justin Bianco	Finality	http://www.magnatune.com/artists/albums/bianco-finality/	0	29	http://he3.magnatune.com/all/01-Wings%20Of%20Dust-Justin%20Bianco.mp3
6/justin_bianco-finality-02-finality-88-117.mp3	7359	2	Finality	Justin Bianco	Finality	http://www.magnatune.com/artists/albums/bianco-finality/	88	117	http://he3.magnatune.com/all/02-Finality-Justin%20Bianco.mp3
6/justin_bianco-finality-05-wings_of_fire-88-117.mp3	25470	5	Wings Of Fire	Justin Bianco	Finality	http://www.magnatune.com/artists/albums/bianco-finality/	88	117	http://he3.magnatune.com/all/05-Wings%20Of%20Fire-Justin%20Bianco.mp3
6/justin_bianco-finality-06-everybodys_wearing_apocalyptic_yellow-88-117.mp3	26999	6	Everybody's Wearing Apocalyptic Yellow	Justin Bianco	Finality	http://www.magnatune.com/artists/albums/bianco-finality/	88	117	http://he3.magnatune.com/all/06-Everybody's%20Wearing%20Apocalyptic%20Yellow-Justin%20Bianco.mp3
6/justin_bianco-finality-08-it_can_save_you-59-88.mp3	35982	8	It Can Save You	Justin Bianco	Finality	http://www.magnatune.com/artists/albums/bianco-finality/	59	88	http://he3.magnatune.com/all/08-It%20Can%20Save%20You-Justin%20Bianco.mp3
6/justin_bianco-finality-11-grime-0-29.mp3	45760	11	Grime	Justin Bianco	Finality	http://www.magnatune.com/artists/albums/bianco-finality/	0	29	http://he3.magnatune.com/all/11-Grime-Justin%20Bianco.mp3
6/justin_bianco-finality-12-scattered-59-88.mp3	48821	12	Scattered	Justin Bianco	Finality	http://www.magnatune.com/artists/albums/bianco-finality/	59	88	http://he3.magnatune.com/all/12-Scattered-Justin%20Bianco.mp3
6/justin_bianco-finality-13-two_little_keys-30-59.mp3	50977	13	Two Little Keys	Justin Bianco	Finality	http://www.magnatune.com/artists/albums/bianco-finality/	30	59	http://he3.magnatune.com/all/13-Two%20Little%20Keys-Justin%20Bianco.mp3
6/justin_bianco-finality-14-butterflown-88-117.mp3	51190	14	Butterflown	Justin Bianco	Finality	http://www.magnatune.com/artists/albums/bianco-finality/	88	117	http://he3.magnatune.com/all/14-Butterflown-Justin%20Bianco.mp3
6/justin_bianco-finality-15-thick_skin-291-320.mp3	53343	15	Thick Skin	Justin Bianco	Finality	http://www.magnatune.com/artists/albums/bianco-finality/	291	320	http://he3.magnatune.com/all/15-Thick%20Skin-Justin%20Bianco.mp3
6/justin_bianco-finality-16-it_can_save_you_dark_mile-30-59.mp3	53732	16	It Can Save You (Dark Mile)	Justin Bianco	Finality	http://www.magnatune.com/artists/albums/bianco-finality/	30	59	http://he3.magnatune.com/all/16-It%20Can%20Save%20You%20(Dark%20Mile)-Justin%20Bianco.mp3
6/justin_bianco-finality-17-legat-30-59.mp3	54515	17	Legat	Justin Bianco	Finality	http://www.magnatune.com/artists/albums/bianco-finality/	30	59	http://he3.magnatune.com/all/17-Legat-Justin%20Bianco.mp3
6/justin_bianco-finality-18-ascension-0-29.mp3	55035	18	Ascension	Justin Bianco	Finality	http://www.magnatune.com/artists/albums/bianco-finality/	0	29	http://he3.magnatune.com/all/18-Ascension-Justin%20Bianco.mp3
6/justin_bianco-finality-20-what_you_leave_behind-117-146.mp3	56513	20	What You Leave Behind	Justin Bianco	Finality	http://www.magnatune.com/artists/albums/bianco-finality/	117	146	http://he3.magnatune.com/all/20-What%20You%20Leave%20Behind-Justin%20Bianco.mp3
6/justin_bianco-finality-21-anubis-59-88.mp3	56565	21	Anubis	Justin Bianco	Finality	http://www.magnatune.com/artists/albums/bianco-finality/	59	88	http://he3.magnatune.com/all/21-Anubis-Justin%20Bianco.mp3
e/justin_bianco-forge-01-fog-146-175.mp3	1655	1	Fog	Justin Bianco	Forge	http://www.magnatune.com/artists/albums/bianco-forge/	146	175	http://he3.magnatune.com/all/01-Fog-Justin%20Bianco.mp3
e/justin_bianco-forge-02-dragonfly_in_amber_10th_anniversary-59-88.mp3	6962	2	Dragonfly in Amber (10th Anniversary)	Justin Bianco	Forge	http://www.magnatune.com/artists/albums/bianco-forge/	59	88	http://he3.magnatune.com/all/02-Dragonfly%20in%20Amber%20(10th%20Anniversary)-Justin%20Bianco.mp3
e/justin_bianco-forge-03-etched_in_water-59-88.mp3	12835	3	Etched in Water	Justin Bianco	Forge	http://www.magnatune.com/artists/albums/bianco-forge/	59	88	http://he3.magnatune.com/all/03-Etched%20in%20Water-Justin%20Bianco.mp3
e/justin_bianco-forge-04-mischief-0-29.mp3	18594	4	Mischief	Justin Bianco	Forge	http://www.magnatune.com/artists/albums/bianco-forge/	0	29	http://he3.magnatune.com/all/04-Mischief-Justin%20Bianco.mp3
e/justin_bianco-forge-05-upon_the_shore-0-29.mp3	25274	5	Upon The Shore	Justin Bianco	Forge	http://www.magnatune.com/artists/albums/bianco-forge/	0	29	http://he3.magnatune.com/all/05-Upon%20The%20Shore-Justin%20Bianco.mp3
e/justin_bianco-forge-06-mnemosyne-59-88.mp3	28011	6	Mnemosyne	Justin Bianco	Forge	http://www.magnatune.com/artists/albums/bianco-forge/	59	88	http://he3.magnatune.com/all/06-Mnemosyne-Justin%20Bianco.mp3
e/justin_bianco-forge-07-smoke-117-146.mp3	33230	7	Smoke	Justin Bianco	Forge	http://www.magnatune.com/artists/albums/bianco-forge/	117	146	http://he3.magnatune.com/all/07-Smoke-Justin%20Bianco.mp3
e/justin_bianco-forge-08-hera-117-146.mp3	35715	8	Hera	Justin Bianco	Forge	http://www.magnatune.com/artists/albums/bianco-forge/	117	146	http://he3.magnatune.com/all/08-Hera-Justin%20Bianco.mp3
e/justin_bianco-forge-09-undertow-59-88.mp3	41542	9	Undertow	Justin Bianco	Forge	http://www.magnatune.com/artists/albums/bianco-forge/	59	88	http://he3.magnatune.com/all/09-Undertow-Justin%20Bianco.mp3
e/justin_bianco-forge-10-forge-59-88.mp3	42714	10	Forge	Justin Bianco	Forge	http://www.magnatune.com/artists/albums/bianco-forge/	59	88	http://he3.magnatune.com/all/10-Forge-Justin%20Bianco.mp3
e/justin_bianco-forge-11-ether-88-117.mp3	45563	11	Ether	Justin Bianco	Forge	http://www.magnatune.com/artists/albums/bianco-forge/	88	117	http://he3.magnatune.com/all/11-Ether-Justin%20Bianco.mp3
e/justin_bianco-forge-12-war-0-29.mp3	49331	12	War	Justin Bianco	Forge	http://www.magnatune.com/artists/albums/bianco-forge/	0	29	http://he3.magnatune.com/all/12-War-Justin%20Bianco.mp3
e/justin_bianco-forge-13-still-0-29.mp3	50706	13	Still	Justin Bianco	Forge	http://www.magnatune.com/artists/albums/bianco-forge/	0	29	http://he3.magnatune.com/all/13-Still-Justin%20Bianco.mp3
e/justin_bianco-forge-14-gaia-59-88.mp3	51434	14	Gaia	Justin Bianco	Forge	http://www.magnatune.com/artists/albums/bianco-forge/	59	88	http://he3.magnatune.com/all/14-Gaia-Justin%20Bianco.mp3
8/justin_bianco-phoenix-01-phoenix-117-146.mp3	3261	1	Phoenix	Justin Bianco	Phoenix_	http://www.magnatune.com/artists/albums/bianco-phoenix/	117	146	http://he3.magnatune.com/all/01-Phoenix-Justin%20Bianco.mp3
8/justin_bianco-phoenix-02-so_softly-146-175.mp3	9818	2	So Softly	Justin Bianco	Phoenix_	http://www.magnatune.com/artists/albums/bianco-phoenix/	146	175	http://he3.magnatune.com/all/02-So%20Softly-Justin%20Bianco.mp3
8/justin_bianco-phoenix-03-unseen_facts-0-29.mp3	15919	3	Unseen Facts	Justin Bianco	Phoenix_	http://www.magnatune.com/artists/albums/bianco-phoenix/	0	29	http://he3.magnatune.com/all/03-Unseen%20Facts-Justin%20Bianco.mp3
8/justin_bianco-phoenix-04-mother-0-29.mp3	18627	4	Mother	Justin Bianco	Phoenix_	http://www.magnatune.com/artists/albums/bianco-phoenix/	0	29	http://he3.magnatune.com/all/04-Mother-Justin%20Bianco.mp3
8/justin_bianco-phoenix-05-the_cradle_of_the_sky_feat__ontagon-30-59.mp3	25138	5	The Cradle of the Sky (feat. Ontagon)	Justin Bianco	Phoenix_	http://www.magnatune.com/artists/albums/bianco-phoenix/	30	59	http://he3.magnatune.com/all/05-The%20Cradle%20of%20the%20Sky%20(feat.%20Ontagon)-Justin%20Bianco.mp3
8/justin_bianco-phoenix-06-nothing_left-0-29.mp3	28189	6	Nothing Left	Justin Bianco	Phoenix_	http://www.magnatune.com/artists/albums/bianco-phoenix/	0	29	http://he3.magnatune.com/all/06-Nothing%20Left-Justin%20Bianco.mp3
8/justin_bianco-phoenix-07-gift-117-146.mp3	31632	7	Gift	Justin Bianco	Phoenix_	http://www.magnatune.com/artists/albums/bianco-phoenix/	117	146	http://he3.magnatune.com/all/07-Gift-Justin%20Bianco.mp3
8/justin_bianco-phoenix-08-tori_no_sorane_wa-59-88.mp3	38008	8	Tori No Sorane Wa	Justin Bianco	Phoenix_	http://www.magnatune.com/artists/albums/bianco-phoenix/	59	88	http://he3.magnatune.com/all/08-Tori%20No%20Sorane%20Wa-Justin%20Bianco.mp3
8/justin_bianco-phoenix-09-invu-0-29.mp3	39670	9	INVU	Justin Bianco	Phoenix_	http://www.magnatune.com/artists/albums/bianco-phoenix/	0	29	http://he3.magnatune.com/all/09-INVU-Justin%20Bianco.mp3
8/justin_bianco-phoenix-10-pieces_of_every_day-88-117.mp3	43708	10	Pieces of Every Day	Justin Bianco	Phoenix_	http://www.magnatune.com/artists/albums/bianco-phoenix/	88	117	http://he3.magnatune.com/all/10-Pieces%20of%20Every%20Day-Justin%20Bianco.mp3
8/justin_bianco-phoenix-11-odysseas-59-88.mp3	46329	11	Odysseas	Justin Bianco	Phoenix_	http://www.magnatune.com/artists/albums/bianco-phoenix/	59	88	http://he3.magnatune.com/all/11-Odysseas-Justin%20Bianco.mp3
8/justin_bianco-phoenix-12-framework-59-88.mp3	48023	12	Framework	Justin Bianco	Phoenix_	http://www.magnatune.com/artists/albums/bianco-phoenix/	59	88	http://he3.magnatune.com/all/12-Framework-Justin%20Bianco.mp3
8/justin_bianco-phoenix-13-the_sword_of_truth-88-117.mp3	50926	13	The Sword of Truth	Justin Bianco	Phoenix_	http://www.magnatune.com/artists/albums/bianco-phoenix/	88	117	http://he3.magnatune.com/all/13-The%20Sword%20of%20Truth-Justin%20Bianco.mp3
8/justin_bianco-phoenix-14-foushichou-59-88.mp3	51398	14	Foushichou	Justin Bianco	Phoenix_	http://www.magnatune.com/artists/albums/bianco-phoenix/	59	88	http://he3.magnatune.com/all/14-Foushichou-Justin%20Bianco.mp3
8/justin_bianco-phoenix-15-from_the_ashes-30-59.mp3	52696	15	From The Ashes	Justin Bianco	Phoenix_	http://www.magnatune.com/artists/albums/bianco-phoenix/	30	59	http://he3.magnatune.com/all/15-From%20The%20Ashes-Justin%20Bianco.mp3
8/justin_bianco-phoenix-16-the_cranes-88-117.mp3	54167	16	The Cranes	Justin Bianco	Phoenix_	http://www.magnatune.com/artists/albums/bianco-phoenix/	88	117	http://he3.magnatune.com/all/16-The%20Cranes-Justin%20Bianco.mp3
4/justin_bianco-siren-01-another_century-175-204.mp3	354	1	Another Century	Justin Bianco	Siren	http://www.magnatune.com/artists/albums/bianco-siren/	175	204	http://he3.magnatune.com/all/01-Another%20Century-Justin%20Bianco.mp3
4/justin_bianco-siren-02-token-59-88.mp3	10655	2	Token	Justin Bianco	Siren	http://www.magnatune.com/artists/albums/bianco-siren/	59	88	http://he3.magnatune.com/all/02-Token-Justin%20Bianco.mp3
4/justin_bianco-siren-03-all_ive_got-88-117.mp3	11428	3	All I've Got	Justin Bianco	Siren	http://www.magnatune.com/artists/albums/bianco-siren/	88	117	http://he3.magnatune.com/all/03-All%20I've%20Got-Justin%20Bianco.mp3
4/justin_bianco-siren-04-footsteps-146-175.mp3	17689	4	Footsteps	Justin Bianco	Siren	http://www.magnatune.com/artists/albums/bianco-siren/	146	175	http://he3.magnatune.com/all/04-Footsteps-Justin%20Bianco.mp3
4/justin_bianco-siren-05-hypocritical-30-59.mp3	22773	5	Hypocritical	Justin Bianco	Siren	http://www.magnatune.com/artists/albums/bianco-siren/	30	59	http://he3.magnatune.com/all/05-Hypocritical-Justin%20Bianco.mp3
4/justin_bianco-siren-06-back_to_me-88-117.mp3	26051	6	Back To Me	Justin Bianco	Siren	http://www.magnatune.com/artists/albums/bianco-siren/	88	117	http://he3.magnatune.com/all/06-Back%20To%20Me-Justin%20Bianco.mp3
4/justin_bianco-siren-07-never_a_light-0-29.mp3	32451	7	Never A Light	Justin Bianco	Siren	http://www.magnatune.com/artists/albums/bianco-siren/	0	29	http://he3.magnatune.com/all/07-Never%20A%20Light-Justin%20Bianco.mp3
4/justin_bianco-siren-08-sol-0-29.mp3	37379	8	Sol	Justin Bianco	Siren	http://www.magnatune.com/artists/albums/bianco-siren/	0	29	http://he3.magnatune.com/all/08-Sol-Justin%20Bianco.mp3
4/justin_bianco-siren-09-siren-117-146.mp3	40821	9	Siren	Justin Bianco	Siren	http://www.magnatune.com/artists/albums/bianco-siren/	117	146	http://he3.magnatune.com/all/09-Siren-Justin%20Bianco.mp3
4/justin_bianco-siren-10-journeys_twilight-146-175.mp3	43078	10	Journey's Twilight	Justin Bianco	Siren	http://www.magnatune.com/artists/albums/bianco-siren/	146	175	http://he3.magnatune.com/all/10-Journey's%20Twilight-Justin%20Bianco.mp3
4/justin_bianco-siren-11-line_of_sight-30-59.mp3	46071	11	Line Of Sight	Justin Bianco	Siren	http://www.magnatune.com/artists/albums/bianco-siren/	30	59	http://he3.magnatune.com/all/11-Line%20Of%20Sight-Justin%20Bianco.mp3
4/justin_bianco-siren-12-parallel-30-59.mp3	48558	12	Parallel	Justin Bianco	Siren	http://www.magnatune.com/artists/albums/bianco-siren/	30	59	http://he3.magnatune.com/all/12-Parallel-Justin%20Bianco.mp3
4/justin_bianco-siren-13-incantation-0-29.mp3	50101	13	Incantation	Justin Bianco	Siren	http://www.magnatune.com/artists/albums/bianco-siren/	0	29	http://he3.magnatune.com/all/13-Incantation-Justin%20Bianco.mp3
4/justin_bianco-siren-14-somewhere_on_the_edge-0-29.mp3	51886	14	Somewhere On The Edge	Justin Bianco	Siren	http://www.magnatune.com/artists/albums/bianco-siren/	0	29	http://he3.magnatune.com/all/14-Somewhere%20On%20The%20Edge-Justin%20Bianco.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-01-suite_no_4_in_e_flat_major_bwv_815_allemande-175-204.mp3	4924	1	Suite No 4 in E flat major BWV 815_ Allemande	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	175	204	http://he3.magnatune.com/all/01-Suite%20No%204%20in%20E%20flat%20major%20BWV%20815_%20Allemande-Katherine%20Roberts%20Perl.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-02-suite_no_4_in_e_flat_major_bwv_815_courante-88-117.mp3	10221	2	Suite No 4 in E flat major BWV 815_ Courante	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	88	117	http://he3.magnatune.com/all/02-Suite%20No%204%20in%20E%20flat%20major%20BWV%20815_%20Courante-Katherine%20Roberts%20Perl.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-03-suite_no_4_in_e_flat_major_bwv_815_sarabande-0-29.mp3	15410	3	Suite No 4 in E flat major BWV 815_ Sarabande	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	0	29	http://he3.magnatune.com/all/03-Suite%20No%204%20in%20E%20flat%20major%20BWV%20815_%20Sarabande-Katherine%20Roberts%20Perl.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-04-suite_no_4_in_e_flat_major_bwv_815_gavotte-30-59.mp3	20177	4	Suite No 4 in E flat major BWV 815_ Gavotte	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	30	59	http://he3.magnatune.com/all/04-Suite%20No%204%20in%20E%20flat%20major%20BWV%20815_%20Gavotte-Katherine%20Roberts%20Perl.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-05-suite_no_4_in_e_flat_major_bwv_815_menuet-0-29.mp3	24942	5	Suite No 4 in E flat major BWV 815_ Menuet	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	0	29	http://he3.magnatune.com/all/05-Suite%20No%204%20in%20E%20flat%20major%20BWV%20815_%20Menuet-Katherine%20Roberts%20Perl.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-06-suite_no_4_in_e_flat_major_bwv_815_air-30-59.mp3	29436	6	Suite No 4 in E flat major BWV 815_ Air	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	30	59	http://he3.magnatune.com/all/06-Suite%20No%204%20in%20E%20flat%20major%20BWV%20815_%20Air-Katherine%20Roberts%20Perl.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-07-suite_no_4_in_e_flat_major_bwv_815_gigue-0-29.mp3	33566	7	Suite No 4 in E flat major BWV 815_ Gigue	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	0	29	http://he3.magnatune.com/all/07-Suite%20No%204%20in%20E%20flat%20major%20BWV%20815_%20Gigue-Katherine%20Roberts%20Perl.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-08-suite_no_2_in_c_minor_bwv_813_allemande-233-262.mp3	37632	8	Suite No 2 in C minor BWV 813_ Allemande	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	233	262	http://he3.magnatune.com/all/08-Suite%20No%202%20in%20C%20minor%20BWV%20813_%20Allemande-Katherine%20Roberts%20Perl.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-09-suite_no_2_in_c_minor_bwv_813_courante-0-29.mp3	41181	9	Suite No 2 in C minor BWV 813_ Courante	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	0	29	http://he3.magnatune.com/all/09-Suite%20No%202%20in%20C%20minor%20BWV%20813_%20Courante-Katherine%20Roberts%20Perl.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-10-suite_no_2_in_c_minor_bwv_813_sarabande-175-204.mp3	44388	10	Suite No 2 in C minor BWV 813_ Sarabande	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	175	204	http://he3.magnatune.com/all/10-Suite%20No%202%20in%20C%20minor%20BWV%20813_%20Sarabande-Katherine%20Roberts%20Perl.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-11-suite_no_2_in_c_minor_bwv_813_air-0-29.mp3	46969	11	Suite No 2 in C minor BWV 813_ Air	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	0	29	http://he3.magnatune.com/all/11-Suite%20No%202%20in%20C%20minor%20BWV%20813_%20Air-Katherine%20Roberts%20Perl.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-12-suite_no_2_in_c_minor_bwv_813_menuet-59-88.mp3	49029	12	Suite No 2 in C minor BWV 813_ Menuet	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	59	88	http://he3.magnatune.com/all/12-Suite%20No%202%20in%20C%20minor%20BWV%20813_%20Menuet-Katherine%20Roberts%20Perl.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-13-suite_no_2_in_c_minor_bwv_813_gigue-117-146.mp3	50757	13	Suite No 2 in C minor BWV 813_ Gigue	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	117	146	http://he3.magnatune.com/all/13-Suite%20No%202%20in%20C%20minor%20BWV%20813_%20Gigue-Katherine%20Roberts%20Perl.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-14-suite_no_3_in_b_minor_bwv_814_allemande-233-262.mp3	52057	14	Suite No 3 in B minor BWV 814_ Allemande	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	233	262	http://he3.magnatune.com/all/14-Suite%20No%203%20in%20B%20minor%20BWV%20814_%20Allemande-Katherine%20Roberts%20Perl.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-15-suite_no_3_in_b_minor_bwv_814_courante-30-59.mp3	53259	15	Suite No 3 in B minor BWV 814_ Courante	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	30	59	http://he3.magnatune.com/all/15-Suite%20No%203%20in%20B%20minor%20BWV%20814_%20Courante-Katherine%20Roberts%20Perl.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-16-suite_no_3_in_b_minor_bwv_814_sarabande-88-117.mp3	54098	16	Suite No 3 in B minor BWV 814_ Sarabande	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	88	117	http://he3.magnatune.com/all/16-Suite%20No%203%20in%20B%20minor%20BWV%20814_%20Sarabande-Katherine%20Roberts%20Perl.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-17-suite_no_3_in_b_minor_bwv_814_anglaise-59-88.mp3	54799	17	Suite No 3 in B minor BWV 814_ Anglaise	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	59	88	http://he3.magnatune.com/all/17-Suite%20No%203%20in%20B%20minor%20BWV%20814_%20Anglaise-Katherine%20Roberts%20Perl.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-18-suite_no_3_in_b_minor_bwv_814_menuet_and_trio-117-146.mp3	55448	18	Suite No 3 in B minor BWV 814_ Menuet and Trio	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	117	146	http://he3.magnatune.com/all/18-Suite%20No%203%20in%20B%20minor%20BWV%20814_%20Menuet%20and%20Trio-Katherine%20Roberts%20Perl.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-19-suite_no_3_in_b_minor_bwv_814_gigue-30-59.mp3	56029	19	Suite No 3 in B minor BWV 814_ Gigue	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	30	59	http://he3.magnatune.com/all/19-Suite%20No%203%20in%20B%20minor%20BWV%20814_%20Gigue-Katherine%20Roberts%20Perl.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-20-suite_no_5_in_g_major_bwv_816_allemande-0-29.mp3	56433	20	Suite No 5 in G major BWV 816_ Allemande	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	0	29	http://he3.magnatune.com/all/20-Suite%20No%205%20in%20G%20major%20BWV%20816_%20Allemande-Katherine%20Roberts%20Perl.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-21-suite_no_5_in_g_major_bwv_816_courante-0-29.mp3	56802	21	Suite No 5 in G major BWV 816_ Courante	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	0	29	http://he3.magnatune.com/all/21-Suite%20No%205%20in%20G%20major%20BWV%20816_%20Courante-Katherine%20Roberts%20Perl.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-22-suite_no_5_in_g_major_bwv_816_sarabande-0-29.mp3	57156	22	Suite No 5 in G major BWV 816_ Sarabande	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	0	29	http://he3.magnatune.com/all/22-Suite%20No%205%20in%20G%20major%20BWV%20816_%20Sarabande-Katherine%20Roberts%20Perl.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-23-suite_no_5_in_g_major_bwv_816_gavotte-0-29.mp3	57465	23	Suite No 5 in G major BWV 816_ Gavotte	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	0	29	http://he3.magnatune.com/all/23-Suite%20No%205%20in%20G%20major%20BWV%20816_%20Gavotte-Katherine%20Roberts%20Perl.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-24-suite_no_5_in_g_major_bwv_816_bourree-59-88.mp3	57764	24	Suite No 5 in G major BWV 816_ Bourree	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	59	88	http://he3.magnatune.com/all/24-Suite%20No%205%20in%20G%20major%20BWV%20816_%20Bourree-Katherine%20Roberts%20Perl.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-25-suite_no_5_in_g_major_bwv_816_loure-59-88.mp3	57969	25	Suite No 5 in G major BWV 816_ Loure	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	59	88	http://he3.magnatune.com/all/25-Suite%20No%205%20in%20G%20major%20BWV%20816_%20Loure-Katherine%20Roberts%20Perl.mp3
d/katherine_roberts_perl-j_s__bach_french_suites-26-suite_no_5_in_g_major_bwv_816_gigue-146-175.mp3	58146	26	Suite No 5 in G major BWV 816_ Gigue	Katherine Roberts Perl	J.S. Bach French Suites	http://www.magnatune.com/artists/albums/kperl-french/	146	175	http://he3.magnatune.com/all/26-Suite%20No%205%20in%20G%20major%20BWV%20816_%20Gigue-Katherine%20Roberts%20Perl.mp3
f/kenji_williams-faces_of_epiphany-01-spirit_walker-320-349.mp3	4838	1	Spirit Walker	Kenji Williams	Faces of Epiphany	http://www.magnatune.com/artists/albums/kenji-faces/	320	349	http://he3.magnatune.com/all/01-Spirit%20Walker-Kenji%20Williams.mp3
f/kenji_williams-faces_of_epiphany-02-other_self-204-233.mp3	8713	2	Other Self	Kenji Williams	Faces of Epiphany	http://www.magnatune.com/artists/albums/kenji-faces/	204	233	http://he3.magnatune.com/all/02-Other%20Self-Kenji%20Williams.mp3
f/kenji_williams-faces_of_epiphany-03-illusion_bedrock_mix-349-378.mp3	13362	3	Illusion (Bedrock mix)	Kenji Williams	Faces of Epiphany	http://www.magnatune.com/artists/albums/kenji-faces/	349	378	http://he3.magnatune.com/all/03-Illusion%20(Bedrock%20mix)-Kenji%20Williams.mp3
f/kenji_williams-faces_of_epiphany-04-never_look_away-146-175.mp3	18709	4	Never Look Away	Kenji Williams	Faces of Epiphany	http://www.magnatune.com/artists/albums/kenji-faces/	146	175	http://he3.magnatune.com/all/04-Never%20Look%20Away-Kenji%20Williams.mp3
f/kenji_williams-faces_of_epiphany-05-death_and_rain-0-29.mp3	22032	5	Death and rain	Kenji Williams	Faces of Epiphany	http://www.magnatune.com/artists/albums/kenji-faces/	0	29	http://he3.magnatune.com/all/05-Death%20and%20rain-Kenji%20Williams.mp3
f/kenji_williams-faces_of_epiphany-06-2k1-233-262.mp3	25677	6	2k1	Kenji Williams	Faces of Epiphany	http://www.magnatune.com/artists/albums/kenji-faces/	233	262	http://he3.magnatune.com/all/06-2k1-Kenji%20Williams.mp3
